,class,text,n_rt,mention,link,n_emoji,n_char,avg_wrd,emoji,retweet
7512,1,aghh i took my break to relax for a bit not to here this bitch yell complain,0,0,0,1,77,3.53,1,0
7513,1,ahhh fuck it let s go rows for the hoes,0,0,0,0,40,3.0,0,0
7514,1,ahhhh but now i m fuckin all you niqqa s hoes,0,0,0,4,46,3.18,1,0
7515,1,ahmed s moms bomb pussy,0,0,0,0,24,3.8,0,0
7516,1,ain t been on this hoe all day,0,0,0,0,30,2.88,0,0
7517,1,ain t been on this hoe all day haha fwm,0,0,0,0,39,3.0,0,0
7518,1,ain t even fuckin wit shady bitches,0,0,0,0,35,4.14,0,0
7519,1,ain t fuckin wit nomore hoes got who i want,0,0,0,6,44,3.4,1,0
7520,1,ain t it a bitch when one of the people you get so excited hearing from sends the shortest most closed ended thing ever ugh let down,0,0,0,0,132,3.93,0,0
7521,1,ain t like them guys who wine and dine to keep they women my bitches only want two things that s to get high and kick it,0,0,0,0,120,3.48,0,0
7522,1,ain t me ain t me these pussy ass niggas ain t me,0,0,0,0,50,2.85,0,0
7523,1,ain t met a bitch yet that could compete,0,0,0,0,41,3.56,0,0
7524,1,ain t no bitch doe,0,0,0,0,18,2.8,0,0
7525,1,ain t no broke bitches standing next to me,0,0,0,2,43,3.78,1,0
7526,2,ain t no love in the ghetto,0,0,0,1,28,3.0,1,0
7527,1,ain t no pussy better than loyal pussy,0,0,0,0,39,3.88,0,0
7528,1,ain t nobody up tl slick dead other than the females bashing niccas early dis morning lol,0,0,0,0,89,4.29,0,0
7529,1,ain t none of these hoes loyal none of em if i cloud show y all the stuff be coming thru my phone but that ain t none of y all business,0,0,0,0,135,3.25,0,0
7530,1,ain t nothing funnier then watching a woman try to hide her inner hoe know she like to get hit from the back and have a finger nvm,0,0,0,3,130,3.68,1,0
7531,1,ain t nothing funnier then watching somebody live a complete different life on the internet i be like who this hoe think she foolin,0,0,0,0,132,4.5,0,0
7532,1,ain t nothing that good head or pussy that curl yah toes up,0,0,0,2,60,3.62,1,0
7533,1,ain t nun ordinary about this bitch,0,0,0,1,36,4.14,1,0
7534,0,ain t nuttin but a white trash party,0,0,0,0,37,3.62,0,0
7535,0,ain t shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol,0,0,0,0,134,4.0,0,0
7536,1,ain t shit pretty but my bitch and my momma anyone can get the drama,0,0,0,0,68,3.6,0,0
7537,1,ain t that a bitch,0,0,0,0,19,2.8,0,0
7538,1,ain t this a bitch,0,0,0,0,18,2.8,0,0
7539,1,ain t this a bitch clock mistake in alabama arkansas via champ drive,0,1,0,0,69,4.31,0,0
7540,1,aint wcw jus bitches i wan fck day,0,0,0,0,35,3.38,0,0
7541,1,aint this a bitch i just saw my bitch kiss a bitch you lucky i dont kill yo ass but you can still get pistol whipped wayne,0,0,0,0,122,3.56,0,0
7542,1,aint no bitches here well like,0,0,0,0,31,4.17,0,0
7543,1,aint no hoe in blood,0,0,0,0,20,3.2,0,0
7544,1,aint no hoe worth loosing your wife aint no beef worth loosing your life,0,0,0,0,73,4.21,0,0
7545,1,aint no pussy better then perk pussy,0,0,0,0,36,4.29,0,0
7546,0,aint nobody wearing those new westbrook jordan s but mexicans trailer park trash white girls,0,0,0,0,93,5.2,0,0
7547,1,aint this a bitch the power out from this shit,0,0,0,0,47,3.7,0,0
7548,0,al noooo too late fuckin faggot lmao,0,0,0,0,36,4.29,0,0
7549,1,alabama won tho so roll tide bitch,0,0,0,0,34,4.0,0,0
7550,2,alarm set early bird n all that night all xx,0,0,0,0,44,3.5,0,0
7551,1,alcohol drunk hoe i miss,0,1,0,0,25,4.0,0,0
7552,1,alex smith saw his career leave with that fumble and reeled that bitch back in with everything he had,0,0,0,0,102,4.37,0,0
7553,1,alex smith such a got damn bitch man,0,0,0,0,36,3.62,0,0
7554,2,alex smith wears red and yellow now so quit being psycho ex boyfriends and get over him he s in the past,0,0,0,0,104,3.77,0,0
7555,2,alexa s phone gave us colors and julia got yellow i m dying racistaf,0,0,0,0,68,3.93,0,0
7556,2,alfredo linguini pasta just fancily prepared trash,0,0,0,0,50,6.29,0,0
7557,1,alibaba jack ma gotta love a guy who beat meg whitman s albino ass back to the us freakin commie genius,0,0,0,0,104,3.95,0,0
7558,1,alice took advantage of me last night that bitch won t tonight,0,0,0,0,63,4.25,0,0
7559,1,all dese yung niggaz pussy,0,0,0,0,26,4.4,0,0
7560,1,all i ask for is love n loyalty nothing else no arguing over other bitches niggas no he say she say no social media bs just love,0,0,0,0,128,3.78,0,0
7561,2,all i did was said her weed was trash,0,0,0,0,37,3.22,0,0
7562,2,all i ever want is for someone to love me as deeply and devotedly as charlie kelly loves the waitress,0,0,0,0,102,4.1,0,0
7563,1,all i got for these hoes is dick duct tape and a stapler,0,0,0,0,57,3.38,0,0
7564,1,all i need is a million dollars bc i got that bad bitch,0,0,0,0,55,3.31,0,0
7565,1,all i need is one i don t want the hoes,0,0,0,0,40,2.64,0,0
7566,1,all i want for my birthday is a big booty hoe,0,0,0,2,46,3.18,1,0
7567,1,all i want for my birthday is a big booty hoe,0,0,0,0,46,3.18,0,0
7568,1,all i want is a million dollars and a bad bitch,0,0,0,0,47,3.36,0,0
7569,1,all i want is a million dollars and no bad bitch i m selfish lol,0,0,0,0,64,3.33,0,0
7570,1,all i want is bitches big booty bitches,0,0,0,0,39,4.0,0,0
7571,2,all i want is cheesy bread and brownies,0,0,0,1,40,4.0,1,0
7572,1,all i wanted to do was get some hoes too,0,0,0,0,41,3.1,0,0
7573,1,all i wanted was million dollars and a bad bitch but now i want and a m nage in my palace,0,0,0,0,89,3.29,0,0
7574,2,all i wants is to represent da life o da colored man,0,0,0,0,53,3.42,0,0
7575,1,all i ve asked is for one thing one thing only but i get more then what most bitches could ever have but still,0,0,0,0,111,3.62,0,0
7576,2,all okies are trash,0,0,0,0,20,4.0,0,0
7577,1,all these hoes sooo average,0,0,0,2,28,4.6,1,0
7578,1,all a nicca need is time bepatient,0,0,0,0,34,4.0,0,0
7579,1,all a nicca want is some coney island and lous deli tho detroitniccainatlantaproblems,0,0,0,0,85,5.62,0,0
7580,1,all bitches do is graduate get pregnant n become cnas,0,0,0,4,54,4.4,1,0
7581,1,all bitches need a bus driver uppercut a chris brown bitch slap followed by some dancing nd chad johnson hea,0,0,0,0,109,4.45,0,0
7582,1,all d messy hoes sleep,0,0,0,0,22,3.6,0,0
7583,0,all da lil bald headed bitches standn outside of kevin gates tryna get in,0,0,0,3,74,4.29,1,0
7584,2,all da white folk off twitter yet da colored tweet at night while y all sleep cuz you gotta woyke tomorrow,0,0,0,0,107,4.1,0,0
7585,1,all deses bitches know that you re my nigga,0,0,0,0,44,3.89,0,0
7586,1,all deses bitches turnt up i m fenna turn em down,0,0,0,0,49,3.55,0,0
7587,2,all good things must come to an end that s all right get em tomorrow yankees,0,0,0,0,76,3.81,0,0
7588,1,all hoe money is gooooooooooood,0,0,0,0,31,5.4,0,0
7589,1,all i kno is make them hoes cone joints,0,0,0,0,39,3.44,0,0
7590,1,all it take is for one bitch to open her mouth and niggas start fuckin up,0,0,0,0,74,3.62,0,0
7591,1,all my bitches love me all my all my bitches love me all my bitches love me you ain t fuckin with my dougie,0,1,0,1,108,3.5,1,0
7592,2,all my gold is white not yellow,0,0,0,0,32,3.57,0,0
7593,1,all my hoes got money she in the mall she ballin bitch buy something for me,0,0,0,0,75,3.75,0,0
7594,1,all my hoes they so rude,0,0,0,0,24,3.17,0,0
7595,1,all my life i been this cold all my nights been with hoes,0,0,0,0,58,3.46,0,0
7596,1,all my niggaz better have at least ugly bitches number in their phone this summer,0,0,0,0,82,4.47,0,0
7597,1,all my old hoes gone love my video,0,0,0,0,34,3.38,0,0
7598,1,all my old hoes wana have my baby,0,0,0,0,33,3.25,0,0
7599,2,all my so whitey bois gone ride,0,0,0,0,31,3.57,0,0
7600,1,all my white school teachers back in elementary knew not to give me no pussy i m telling all of my niggas,0,0,0,0,106,3.82,0,0
7601,1,all my young boys round me sayin get money and fuck these hoes,0,0,0,0,62,3.85,0,0
7602,1,all my young boys round me saying get money and fuck these hoes,0,0,0,0,64,3.92,0,0
7603,1,all of a sudden craving the hell out of cookies,0,1,0,0,48,3.8,0,0
7604,1,all of my bitches know they temporary,0,0,0,0,37,4.43,0,0
7605,1,all of my money neat all of my bitches freaky everybody kno it it aint a secret,0,0,0,0,79,3.71,0,0
7606,1,all people do in my house is bitch,0,0,0,0,34,3.38,0,0
7607,1,all that but the bitch can t take a joke,0,1,0,0,41,3.1,0,0
7608,1,all that x rays no wonder the bitch got two heads ahsfreakshow,0,0,0,0,62,4.25,0,0
7609,1,all the uchiha are sasuke is probably the biggest faggot of all time,1,1,0,0,68,4.31,0,1
7610,1,all the bad bitches are in the gym between u know why they ain t got no job,0,0,0,0,75,3.22,0,0
7611,1,all the bad bitches think they ugly and all the roach bitches think they bad,0,0,0,0,77,4.13,0,0
7612,1,all the bitches happy maybe one of his female friends can find him a bitvj,0,0,0,0,74,4.0,0,0
7613,1,all the bitches in shameless are straight bugoutsss,0,0,0,0,51,5.5,0,0
7614,1,all the coons use the same effect on their pictures,0,0,0,0,51,4.2,0,0
7615,1,all the fine bitches i need yall to hit me up my guess the last,0,0,0,1,64,3.27,1,0
7616,1,all the hoes i did have now they decided they wanted to be wifey type draya fuck all that up,0,0,0,0,92,3.65,0,0
7617,1,all the hoes know who i rock wit,0,0,0,1,33,3.12,1,0
7618,1,all the hoes on loveandhiphop going to prom,0,0,0,3,44,4.5,1,0
7619,1,all the pictures of the ex are gone there s no pictures with the side hoe posted slides into his dm s like,0,0,0,0,107,3.65,0,0
7620,1,all the ratchet hoes on cecil b,0,0,0,0,31,3.57,0,0
7621,1,all the redskins act like te bitch the bitch,0,1,0,0,44,4.0,0,0
7622,1,all the snacks in this bitch,0,0,0,1,29,3.83,1,0
7623,1,all the time lol lol ima hoe sometimes,1,1,0,0,38,3.88,0,1
7624,1,all the work gone so we ain t going nothin but fucking bitches in the trap,0,0,0,0,74,3.69,0,0
7625,1,all them hoes crazy thick thighs skinny waist and natural beauty face,1,1,0,3,70,4.83,1,1
7626,1,all these tweets are retarded most of these nig nogs haven t even smoke a bl nt ever,0,0,0,0,84,3.72,0,0
7627,1,all these hoes fuckin but they don t wanna seem like a hoe you gotta hit them ona d lo,0,0,0,0,87,3.35,0,0
7628,2,all these afternoon groups are trash besides the bubba keegs and furyk group thememorialtournament,0,0,0,0,98,6.07,0,0
7629,1,all these bitches niggas be trippin offa what type of relationship me duddy got like we not fuccing no more we not dating,0,0,0,0,122,4.3,0,0
7630,1,all these bitches know that you re my nigga,0,0,0,1,44,3.89,1,0
7631,1,all these bitches love mosa sippin on the coca,0,0,0,0,46,4.22,0,0
7632,1,all these bitches talk shit that s why bust em in they shit,0,0,0,0,59,3.62,0,0
7633,1,all these bitches wanna be like kim k and fuck their way into being rich but it don t work like that get a degree work a desk job you hoe,0,0,0,0,137,3.45,0,0
7634,1,all these bitches wanna fuck on a thug,0,0,0,0,38,3.88,0,0
7635,1,all these bitches want love from scrappy,0,0,0,0,41,4.86,0,0
7636,1,all these break ups gon be a crazy hoe free agency this summer doyourgoogles,0,0,0,0,76,4.5,0,0
7637,1,all these faggot fell asleep on me,0,0,0,0,34,4.0,0,0
7638,1,all these fuckin dudes do is bitch at the refs shut the fuck up and play,0,0,0,0,72,3.56,0,0
7639,1,all these hoes fuckin be careful just cos she look good don t mean she s good for you,0,0,0,0,86,3.53,0,0
7640,1,all these hoes fucking but they don t want to seem like a hoe so you gotta hit em on the low,0,0,0,0,93,3.23,0,0
7641,1,all these hoes say that wanna be cuffed bitch cuff this dick,0,0,0,0,60,4.08,0,0
7642,1,all these hoes trife i can never cuff i ve been hurt before so i can never give a fuck,0,0,0,0,86,3.35,0,0
7643,1,all these hoes want boyfriend s but the last thing i need is more ties,0,0,0,0,70,3.73,0,0
7644,1,all these niggas with these love quote pages are some pussies them niggas don t be living what they talking bout,0,0,0,0,112,4.38,0,0
7645,1,all these ratchet bitches killin gossip girl,0,0,0,0,44,5.43,0,0
7646,1,all these ratchet hoes be on tha same stuff,0,0,0,0,44,3.89,0,0
7647,1,all these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms aunt jamammi s fakin da funk,0,0,0,0,120,4.22,0,0
7648,1,all these touch screen phones and hoe u still got flipped,0,0,0,0,58,4.27,0,0
7649,1,all theses hoes on me they so phony,0,0,0,1,36,3.5,1,0
7650,2,all trash now that s a lot of stolen shoes,1,1,0,0,43,3.3,0,1
7651,1,all y all bitches corny lol,0,0,0,0,27,3.67,0,0
7652,1,all yall bitches dress alike wassup wit that,0,0,0,0,45,4.62,0,0
7653,1,all yall bitches fake an wanna b s get yall life,0,0,0,0,49,3.45,0,0
7654,1,all you bitches can keep getting jealous i loveeee ittttt,0,0,0,0,57,4.8,0,0
7655,1,all you bitches extra easy when yall drunk lol unless ur sober friends there to save youu,0,0,0,0,89,4.29,0,0
7656,1,all you bitches know youre trying to find yourself on the website who are you kidding lol,0,0,0,0,89,4.29,0,0
7657,1,all you bitches thirsty hella worried about ig,0,0,0,0,46,4.88,0,0
7658,1,all you gotta do is be funny witty and charming and the bitches will come to you naturally you ain t even gotta do shit but be yourself,0,0,0,0,135,3.86,0,0
7659,1,all you hoes are hoes for tweetin about ya panties bein wet,0,0,0,0,59,4.0,0,0
7660,1,all you hoes middle name isn t nicole the jig is up,0,0,0,1,52,3.33,1,0
7661,1,all you ladies pop your pussy like this,0,0,0,0,39,4.0,0,0
7662,0,all you muzzy lovers need to do one thing tell muzzies in the mideast to leave israel alone don t start no shit won t be no shit israel,0,0,0,0,135,3.69,0,0
7663,1,all you ofay got left is da oscars better enjoy dat before us colored folk get dat too,0,0,0,0,87,3.83,0,0
7664,1,all you pussies is losers all my niggas is winnin,0,0,0,0,49,4.0,0,0
7665,1,all you see is straight pussy in my iphone,0,0,0,0,43,3.78,0,0
7666,1,all your selfies are booty pics cause bitch you always look like ass,0,0,0,0,68,4.31,0,0
7667,1,allergies ain t bothered me all summer now all of a sudden in the middle of august shit is startin to get real ain t that about a bitch,0,0,0,0,135,3.69,0,0
7668,1,allergies have my eyes all red and chink eyed i look like i m stoned,0,0,0,0,68,3.6,0,0
7669,1,almost cussed dis bitch out at mcdonalds talmbout da register down so dey can t serve us umm bitch give us da food fa free den,0,0,0,1,127,3.88,1,0
7670,1,almost done with this bitch ass room,0,0,0,0,37,4.29,0,0
7671,1,almost everyone i met in paris was absolute trash and if they support a republican government i hope they fucking die,0,0,0,0,118,4.62,0,0
7672,1,almost forgot tweets still no bitches,0,0,0,0,37,5.33,0,0
7673,1,almost got in a fight with a southwest faggot at the carnival lol,0,0,0,0,65,4.08,0,0
7674,0,almost got to see a white boy get beat around today but he ran like a bitch,0,0,0,0,76,3.47,0,0
7675,2,almost half of north american bird species threatened by climate change climate environment,0,0,0,0,91,6.08,0,0
7676,1,almost just said some bitch shit,0,0,0,1,33,4.5,1,0
7677,1,almost quit today they had me fucked up false promises to get me to work harder that s some hoe shit,0,0,0,0,101,3.81,0,0
7678,1,aloha bitches minutes before i caught a greatwhite okaysomaybeimlying butiwasfishing,0,0,0,0,85,7.5,0,0
7679,1,alotta people say they loyal to they niggas and bitches yall aint shiiittt someone throw a few dollas in ya face you ll be snitchn,0,0,0,1,131,4.24,1,0
7680,1,already had to unfollow that bitch annoying af,0,0,0,0,47,4.88,0,0
7681,0,already more yellows than the last years combined indycar,0,0,0,0,58,5.44,0,0
7682,1,already scratched off mines paying for pussy still on my bucket list,1,1,0,0,68,4.75,0,1
7683,1,alright vacarro you bitch,0,0,0,0,26,5.5,0,0
7684,0,alright ya faggots lets just stop with all the s o and r t no one gives a fuck on what you think of other people probably lying anyways,0,0,0,0,135,3.69,0,0
7685,1,alright your time is up cheesecake trash,1,1,0,0,40,4.86,0,1
7686,1,also love angry old irish bartenders pussies have one beer and ask for a glass of water fuck them i ignore that shit,0,0,0,0,117,4.09,0,0
7687,1,also anyone who wants to bitch about the prices at disney needs to check this out next time dollywood jllkzbhyoy,0,0,0,0,112,4.65,0,0
7688,2,also it s a hiccup to jihadi propaganda they portray themselves as the only ones willing to die for their cause,0,0,0,0,112,4.33,0,0
7689,1,always a good sesh wit my niggah blakk,0,0,0,0,38,3.88,0,0
7690,1,always broke niccas how yu robbin,0,0,0,0,33,4.67,0,0
7691,2,always thought golden oreos were the same as original oreos but oh my god i just climaxed,0,0,0,0,89,4.29,0,0
7692,1,always wanted to fuck that bitch thank you god i fucked that bitch,0,0,0,0,66,4.15,0,0
7693,1,am i really going to sit here and cry like a bitch,0,0,0,0,51,3.25,0,0
7694,1,am i the only gay man without a fag hag i guess i am,0,0,0,0,53,2.79,0,0
7695,2,am i the only person that feels disrespected by the bird poop suddenly dropping on your front window ewww annoying,0,0,0,0,114,4.75,0,0
7696,1,am i wrong fa laughin at dem niccas on who be cryin n the interrogation room,0,0,0,0,76,3.81,0,0
7697,2,am ghetto,0,0,0,0,10,4.0,0,0
7698,2,am so high that birds and planes are my peers,0,0,0,0,45,3.6,0,0
7699,1,am sorry i can t stand stand some black females especially the full breaded africans bitches being have std and shit i prefer white girls,0,0,0,0,137,4.52,0,0
7700,1,am zoneing they say i m possessed it s a omen i keep like the romans with bitches with the trojans i been a menace for the longest,0,0,0,0,131,3.68,0,0
7701,1,amanda bynes is crazy idc what else y all wanna call it but da bitch been crazy,0,0,0,0,80,3.71,0,0
7702,1,amanda is a bitch omg i would beat her ass lol,0,0,0,0,46,3.27,0,0
7703,2,amazing you know what they say about birds of a feather,0,0,0,0,56,4.09,0,0
7704,1,amber rose is one of those bad bitches who only get along with dudes,0,0,0,0,69,3.93,0,0
7705,1,amber wants a million wiz just like ok bitch i spend that on cars,0,0,0,0,66,3.71,0,0
7706,1,amennn if your girlfriend doesn t like that bitch you don t talk to that bitch,0,1,0,0,79,3.94,0,0
7707,0,america is white trash and so are all americans,0,0,0,0,48,4.33,0,0
7708,2,american culture is stuck to the side of the toilet graffiti writers in europe can create better art without any lowlife trash sex jokes,0,0,0,0,137,4.71,0,0
7709,1,amina ass peter you just fucking the bitch i don t like her voice,0,0,0,0,65,3.71,0,0
7710,2,amo hangs,0,0,0,0,10,4.0,0,0
7711,1,an awesome friday not a day for pre weekend news dumps anymore another weekend to celebrate progress my fellow queer folk,0,0,0,0,122,4.81,0,0
7712,1,an if u aint a hoe get up out my trap hoooouusssee,0,0,0,0,51,3.25,0,0
7713,1,anacortes bucks got racks like a black bitch dwammm,0,0,0,0,51,4.78,0,0
7714,1,and i can t be known for fucking wit a trash bitch,0,0,0,0,51,3.25,0,0
7715,1,and i lick it after you clean it eat pussy like a dyke but i fuck like a demon,0,0,0,2,79,3.16,1,0
7716,0,and i wanna say something soooooo bad to these two cunts on twitter eh,0,0,0,0,71,4.07,0,0
7717,1,and i was like yeah bitch,0,0,0,0,25,3.33,0,0
7718,0,and i m definitely top at makin beats in the city but y all niggers love your trap beats so y all probably won t admit that,0,0,0,0,123,3.59,0,0
7719,1,and i m out bout these hoes be pimping me man,0,0,0,1,46,3.18,1,0
7720,1,and i m steady tellin dis bitch gtfo my face,0,0,0,0,44,3.5,0,0
7721,1,and i ve had enough unfollowing dat ass bitch,0,0,0,0,45,4.11,0,0
7722,1,and a hoe gon be a hoe regardless,0,0,0,0,33,3.25,0,0
7723,1,and bitch i ain t bout to debate with ya funky ass either,0,0,0,0,58,3.46,0,0
7724,1,and by yall i mean whoever running back telling tunchi wtf i m doing that s not my nigga dog niggas nd bitches,0,0,0,1,111,3.83,1,0
7725,1,and da hoes i kno u hear vodka n the background,1,1,0,1,48,3.36,1,1
7726,1,and dis nicca still rapping,0,0,0,0,27,4.6,0,0
7727,1,and dis shit is for the birds,0,0,0,0,30,3.29,0,0
7728,1,and don t come to my mf house honking ur damn horn get tf out the car ring my bell bitch,0,0,0,0,89,3.24,0,0
7729,1,and even if the sky come fallin bitch ima still be high i got faith in my weed man,0,0,0,0,82,3.37,0,0
7730,1,and gabby was steady walking off laughing i m like bitch really if she ever fall around me i ma get in my car and leave her there,0,0,0,1,129,3.64,1,0
7731,1,and get my self a bad bitch thats loyal and one hunnid,0,0,0,0,54,3.58,0,0
7732,1,and girl i ve been thinkin of ways thinkin of new ways to beat that pussy down,0,0,0,0,79,3.65,0,0
7733,1,and girl that pussy ain t shit to me baby girl roll up and get high,0,0,0,0,67,3.25,0,0
7734,1,and ha bitch break down my weed sometimes,0,0,0,0,41,4.25,0,0
7735,1,and here standing in the red corner weighing the pussy destroying champion of the world adam nobodyknowshisrace smith,0,1,0,0,117,5.56,0,0
7736,1,and honestly i m a social hoe i ll talk to any and everybody nowhere in there did i said fuck suck and trap,0,0,0,0,108,3.5,0,0
7737,1,and i aint neva gave a fucc about a bitch boy,0,0,0,0,46,3.18,0,0
7738,1,and i didn t wanna come off as a bitch so i took another hit now i think i m feeling to high,0,0,0,0,92,3.04,0,0
7739,1,and if u aint a ho get up out my trap houuuse,0,0,0,0,46,2.83,0,0
7740,1,and if yu ever need a shoulder to cry on i won t be there cus i m on my fuck that bitch shit,0,0,0,0,92,2.88,0,0
7741,1,and ima dream about fat bitches stuck in a mini van on a hot summer day,0,0,0,0,71,3.5,0,0
7742,1,and it s always the black bitches that s constantly late af for no reason couldn t refuse the ladies in free til shots,0,0,0,0,118,3.96,0,0
7743,2,and it s gotta be some ghetto fool,0,0,0,0,35,3.38,0,0
7744,1,and just like me that bitch loaded,0,0,0,0,35,4.0,0,0
7745,1,and little bitch ass,0,1,0,0,21,4.25,0,0
7746,1,and mad hoes you can ask beavis i get nothing butthead,0,0,0,0,54,4.0,0,0
7747,1,and my bitch gon blast and she got the ass like,0,0,0,0,48,3.36,0,0
7748,1,and my mom was really getting me a car smh hoe f u for dat,0,0,0,0,58,2.93,0,0
7749,1,and niccas are hot if they paid bucks for that pay per view,0,0,0,0,60,3.62,0,0
7750,2,and now jihadis bragging about a massive bombing in sadr city in baghdad iraq onslaught,0,0,0,0,87,4.87,0,0
7751,1,and now lookin ass niggas and lookin ass bitches will be the terms of will be overused abused in every fucking way,0,0,0,0,114,4.23,0,0
7752,2,and of course some rascally teabagger on the radio is blaming the dead az firefighters on biggovernment oy vey tcot teaparty,0,0,0,0,124,4.95,0,0
7753,1,and remember always be the person you re born to be you don t have to be queer to take something from that message nationalcomingoutday,0,0,0,0,135,4.44,0,0
7754,1,and since im gino marley my bitch just flew from japan,0,0,0,0,54,4.0,0,0
7755,1,and someone from my class is literally sitting across from me on the bus so i can t even call dad and bitch,0,0,0,0,107,3.7,0,0
7756,0,and the jew favorited my tweet though lol don t have anymore time for this trash,0,1,0,0,81,4.06,0,0
7757,1,and them niggas pussies cameltoes,0,0,0,1,34,5.8,1,0
7758,1,and these hoes ain t as good as they look i need to take my own advice doee cause if that pusxy good then i m good,0,0,0,1,115,3.26,1,0
7759,1,and vice versa he has hoes,1,1,0,0,26,3.5,0,1
7760,1,and weres bitch boy,0,0,0,0,20,4.0,0,0
7761,1,and when i say doh doh doh doh bitch that be kdot,0,0,0,0,49,3.17,0,0
7762,1,and when bitches be like me and him against the world bitch don t nobody even know y all together nobody hating,0,0,0,0,112,4.09,0,0
7763,2,and where do you think unsold items from thrift stores go the garbage think of all the great games that are in trash dumps as we speak,0,0,0,0,135,4.0,0,0
7764,1,and you a bitch even when you say you love me you a bitch i pray you crash like caroline into a ditch,0,0,0,0,102,3.43,0,0
7765,1,and you adopted bitch i don t give a fuck what kind of mental illness they claimin imma kill ya,0,0,0,0,95,3.8,0,0
7766,1,and you kno we the opposite of down bitch we up qkfywnfzqu,0,0,0,0,58,3.92,0,0
7767,1,and you re a bitch you re a little fucking worm you know that,1,1,0,0,62,3.43,0,1
7768,1,angel stop rting that fugly bitch,0,0,0,0,33,4.67,0,0
7769,2,anglo saxon mike oz,0,0,0,0,19,4.0,0,0
7770,0,ankles hood bitches with long weave is the worst thing ever weave that be touching their ashy ankles,0,1,0,3,101,4.61,1,0
7771,1,annie you crazy hoe,0,0,0,3,20,4.0,1,0
7772,1,annnnd you re a dyke,0,0,0,0,21,3.2,0,0
7773,2,annoying yelling bint next door has locked herself out,0,0,0,0,55,5.11,0,0
7774,1,another bad bitch fuck her for a hour another cigarette another nut another shower,0,0,0,0,82,4.93,0,0
7775,1,another high point was a hungarian calling me cheat fuck and cheat pussy for doing well,0,0,0,0,88,4.5,0,0
7776,1,another long mornin smh thank god a nicca out here to see it tho real shit,0,0,0,0,74,3.69,0,0
7777,2,another major development in the jihadi circles al maqdisi hardcore jihadi theorist asks specifically for relief aid workers release,0,0,0,0,132,6.0,0,0
7778,1,another nigga hoe is another nigga problem been had hits,0,1,0,0,57,4.7,0,0
7779,2,another season of retweeting every one of s yankee tweets,0,1,0,4,58,4.8,1,0
7780,1,another woman ain t gon keep me coming girl these hoes ain t got nothing on ya,0,0,0,0,78,3.65,0,0
7781,1,any bitch who show up friday looking like the bitch from the ring i m punching straight in the face,0,0,0,0,100,4.0,0,0
7782,1,any dope nigga or pretty chick is gon have people wantin their attention y all gotta grow up with that you got hoes shit,0,0,0,0,121,4.04,0,0
7783,1,any man even considering plastic surgery is gay gay gay imagine ya boy say i d get more hoes then u after i get these new lips,0,0,0,3,127,3.7,1,0
7784,1,any nicca gettin it n da ass is a fag howw please explain this twitter logic i m confused,0,1,0,1,90,3.74,1,0
7785,1,any person that puts anybody else s business out there for whatever reason is a bitch,0,0,0,0,86,4.38,0,0
7786,1,any pregnant bitches at centreville i should know about in about to move there next idk i dont go to cville,0,0,0,0,108,4.14,0,0
7787,1,any pussy i had i can get again,0,0,0,0,32,3.0,0,0
7788,2,any solution to zog which doesn t deal with demographics only laws is no solution northwestimperative,0,0,0,0,102,5.38,0,0
7789,1,any where the at is where the pussy go,0,0,0,0,39,3.33,0,0
7790,2,anyone want some absolutely amazing and deliciously fresh perfect monkey bread,0,0,0,2,79,6.18,1,0
7791,1,anyone want to share their thoughts on their mock draft just kidding shut your filthy damned mouth you clods,0,0,0,0,109,4.74,0,0
7792,0,anyone who came to the us as an indentured servant is white trash,0,0,0,0,66,4.08,0,0
7793,1,anytime somebody say u wan hear a funny that shit gon be trash,0,0,0,0,63,3.85,0,0
7794,0,apaches mm rounds turn jihadis into tomato soup,0,1,0,0,48,5.0,0,0
7795,1,apologizing in advance for my actions i m thee biggest bitch when i m studying,0,0,0,2,79,4.27,1,0
7796,2,apolonia gardner of imperial ca misspells phalarope a bird that resembles a sandpiper the dreaded schwa spellingbee,0,0,0,0,115,5.82,0,0
7797,2,apparently i got chunky for my bday worse bday present ever lol diettime,0,0,0,0,72,4.62,0,0
7798,2,apparently im a honky pfft like that s a bad thing,0,0,0,0,51,3.64,0,0
7799,1,apparently not wanting to trade your nitro in csgo makes you a collossal faggot,0,0,0,0,80,4.71,0,0
7800,1,apparently saying something nice to someone these days means you re trying to stick them with your poker get over yourselves bitches,0,0,0,0,133,5.05,0,0
7801,2,apple need to add some colored emoji,0,0,0,0,36,4.29,0,0
7802,1,apple sauce bitch,0,0,0,0,18,5.0,0,0
7803,2,appropriately this guy wears the wv yellow rick james on his face,0,1,0,0,66,4.5,0,0
7804,1,are pet guinea pig is about to die this fucking blows,0,0,0,0,54,3.91,0,0
7805,2,are poor little guinea pig died,0,0,0,0,32,4.33,0,0
7806,1,are you nigguhs saying you want donald trump as prez that nigguh don t understand real american struggles,0,0,0,1,106,4.89,1,0
7807,1,are you single but your pussy is in a relationship,0,0,0,0,51,4.1,0,0
7808,2,are you tired of the mock drafts let s just do this if clowney is not the pick who thinks round becomes chaos showofhands,0,0,0,0,121,4.08,0,0
7809,2,aren t these little border jumpers supposed to be in school,0,0,0,0,59,4.45,0,0
